cell #, vertex #, lat, lon
114, 02, 32.416928, -117.144752
114, 03, 32.380324, -117.144752
114, 04, 32.380324, -117.111513
114, 05, 32.416928, -117.111513
115, 01, 32.453517, -117.111513
115, 02, 32.453517, -117.144752
115, 03, 32.416928, -117.144752
115, 04, 32.416928, -117.111513
115, 05, 32.453517, -117.111513
116, 01, 32.490091, -117.111513
116, 02, 32.490091, -117.144752
116, 03, 32.453517, -117.144752
116, 04, 32.453517, -117.111513
116, 05, 32.490091, -117.111513
117, 01, 32.526650, -117.111513
117, 02, 32.526650, -117.144752
117, 03, 32.490091, -117.144752
117, 04, 32.490091, -117.111513
117, 05, 32.526650, -117.111513
118, 01, 32.563195, -117.111513
118, 02, 32.563195, -117.144752
118, 03, 32.526650, -117.144752
118, 04, 32.526650, -117.111513
118, 05, 32.563195, -117.111513
119, 01, 32.563195, -117.144752
119, 02, 32.563195, -117.177992
119, 03, 32.526650, -117.177992
119, 04, 32.526650, -117.144752
119, 05, 32.563195, -117.144752
120, 01, 32.599724, -117.144752
120, 02, 32.599724, -117.177992
120, 03, 32.563195, -117.177992
120, 04, 32.563195, -117.144752
120, 05, 32.599724, -117.144752
121, 01, 32.636239, -117.144752
121, 02, 32.636239, -117.177992
121, 03, 32.599724, -117.177992
121, 04, 32.599724, -117.144752
121, 05, 32.636239, -117.144752
122, 01, 32.636239, -117.177992
122, 02, 32.636239, -117.211231
122, 03, 32.599724, -117.211231
122, 04, 32.599724, -117.177992
122, 05, 32.636239, -117.177992
123, 01, 32.672739, -117.177992
123, 02, 32.672739, -117.211231
123, 03, 32.636239, -117.211231
123, 04, 32.636239, -117.177992
123, 05, 32.672739, -117.177992
124, 01, 32.672739, -117.211231
124, 02, 32.672739, -117.244471
124, 03, 32.636239, -117.244471
124, 04, 32.636239, -117.211231
124, 05, 32.672739, -117.211231
125, 01, 32.672739, -117.244471
125, 02, 32.672739, -117.277711
125, 03, 32.636239, -117.277711
125, 04, 32.636239, -117.244471
125, 05, 32.672739, -117.244471
126, 01, 32.709223, -117.244471
126, 02, 32.709223, -117.277711
126, 03, 32.672739, -117.277711
126, 04, 32.672739, -117.244471
126, 05, 32.709223, -117.244471
127, 01, 32.745693, -117.244471
127, 02, 32.745693, -117.277711
127, 03, 32.709223, -117.277711
127, 04, 32.709223, -117.244471
127, 05, 32.745693, -117.244471
128, 01, 32.782148, -117.244471
128, 02, 32.782148, -117.277711
128, 03, 32.745693, -117.277711
128, 04, 32.745693, -117.244471
128, 05, 32.782148, -117.244471
129, 01, 32.782148, -117.277711
129, 02, 32.782148, -117.310950
129, 03, 32.745693, -117.310950
129, 04, 32.745693, -117.277711
129, 05, 32.782148, -117.277711
130, 01, 32.818589, -117.277711
130, 02, 32.818589, -117.310950
130, 03, 32.782148, -117.310950
130, 04, 32.782148, -117.277711
130, 05, 32.818589, -117.277711
131, 01, 32.855014, -117.277711
131, 02, 32.855014, -117.310950
131, 03, 32.818589, -117.310950
131, 04, 32.818589, -117.277711
131, 05, 32.855014, -117.277711
